Number,NPs EOR Method,NPs Concentration(ppm),Polymer Concentration(ppm),NPs Type,NPs Size(nm),Brine Salinity(ppm),API Gravity,Initial Oil Saturation,Viscosity(cp),Temperature,Prosity(%),Permeability(mD),Rock Type,PV injection,EOR,PV injection (ture),EOR (true),EOR after waterflooding,Paper Number,NPs EOR Method (Numeric),NPs Type (Numeric),Rock Type (Numeric),Class
734,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,8.4484,86.4449,8.4484,86.4449,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
735,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,8.5534,86.4596,8.5534,86.4596,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
736,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,8.6793,86.4624,8.6793,86.4624,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
737,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,8.7527,86.6509,8.7527,86.6509,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
738,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,8.8157,86.654,8.8157,86.654,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
739,Fe2O3,1500,0,Fe2O3,27.5,25000,29.56,78,40.38,25,17.6178,109.41,Sand Stone,8.9101,86.6561,8.9101,86.6561,"Teperature of vicosity not mentioned, initial oil saturation is mean of all others",6,1,2,1,3
740,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,1.0022,46.446,0,0,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
741,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,1.0604,48.4683,0.0582,2.0223,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
742,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,1.1379,50.3522,0.1357,3.9062,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
743,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,1.2155,51.8877,0.2133,5.4417,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
744,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,1.3167,52.7472,0.3145,6.3012,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
745,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,1.3667,53.348,0.3645,6.902,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
746,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,1.4583,54.0702,0.4561,7.6242,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
747,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,1.525,54.9112,0.5228,8.4652,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
748,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,1.6,55.7525,0.5978,9.3065,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
749,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,1.675,56.3543,0.6728,9.9083,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
750,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,1.75,57.1956,0.7478,10.7496,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
751,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,1.8083,57.677,0.8061,11.231,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
752,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,1.8583,58.158,0.8561,11.712,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
753,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,1.9167,58.8789,0.9145,12.4329,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
754,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,1.9833,59.4804,0.9811,13.0344,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
755,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,2.0667,60.0825,1.0645,13.6365,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
756,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,2.1667,60.326,1.1645,13.88,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
757,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,2.2583,60.689,1.2561,14.243,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
758,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,2.325,61.1707,1.3228,14.7247,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
759,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,2.4167,61.4138,1.4145,14.9678,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
760,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,2.475,61.5359,1.4728,15.0899,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
761,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,2.5417,61.6583,1.5395,15.2123,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
762,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,2.6417,61.9019,1.6395,15.4559,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
763,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,2.7333,62.0253,1.7311,15.5793,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
764,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,2.8167,62.2681,1.8145,15.8221,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
765,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,2.8667,62.5096,1.8645,16.0636,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
766,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,2.9417,62.7522,1.9395,16.3062,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
767,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,3.025,62.8752,2.0228,16.4292,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
768,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,3.1167,62.9987,2.1145,16.5527,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
769,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,3.2167,63.3619,2.2145,16.9159,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
770,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,3.3167,63.3659,2.3145,16.9199,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
771,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,3.3833,63.7279,2.3811,17.2819,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
772,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,3.4917,64.0915,2.4895,17.6455,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
773,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,3.5667,64.2142,2.5645,17.7682,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
774,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,3.65,64.2176,2.6478,17.7716,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
775,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,3.7417,64.4607,2.7395,18.0147,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
776,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,3.8167,64.5868,2.8145,18.1408,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
777,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,3.9,64.7033,2.8978,18.2573,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
778,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,3.9917,64.8377,2.9895,18.3917,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
779,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,4.0917,64.9498,3.0895,18.5038,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
780,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,4.1833,64.9538,3.1811,18.5078,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
781,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,4.2917,64.9617,3.2895,18.5157,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
782,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,4.4,65.2056,3.3978,18.7596,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
783,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,4.5083,65.2099,3.5061,18.7639,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
784,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,4.625,65.2189,3.6228,18.7729,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
785,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,4.7333,65.3343,3.7311,18.8883,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
786,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,4.8583,65.4677,3.8561,19.0217,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
787,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,4.9667,65.4907,3.9645,19.0447,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
788,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,5.0917,65.4987,4.0895,19.0527,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
789,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,5.1917,65.503,4.1895,19.057,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
790,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,5.275,65.5073,4.2728,19.0613,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
791,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,5.3917,65.5832,4.3895,19.1372,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
792,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,5.5417,65.5925,4.5395,19.1465,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
793,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,5.625,65.6138,4.6228,19.1678,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
794,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,5.7417,65.7162,4.7395,19.2702,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
795,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,5.85,65.8393,4.8478,19.3933,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
796,Fe3O4,1000,0,Fe3O4,12,5000,58,100,1.0588,25,31,17000,Sand Stone,5.9583,65.844,4.9561,19.398,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
797,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.025,46.7475,0,0,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
798,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.05,47.8263,0.025,1.0788,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
799,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.0667,48.9049,0.0417,2.1574,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
800,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.1167,49.5057,0.0917,2.7582,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
801,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.1667,50.4657,0.1417,3.7182,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
802,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.2167,51.3061,0.1917,4.5586,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
803,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.25,52.3852,0.225,5.6377,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
804,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.3,52.8663,0.275,6.1188,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
805,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.375,53.9471,0.35,7.1996,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
806,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.4333,54.668,0.4083,7.9205,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
807,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.4833,55.3886,0.4583,8.6411,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
808,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.5417,55.9897,0.5167,9.2422,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
809,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.6,56.7106,0.575,9.9631,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
810,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.6667,57.1923,0.6417,10.4448,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
811,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.7333,58.0333,0.7083,11.2858,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
812,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.8,58.8743,0.775,12.1268,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
813,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.8583,59.5951,0.8333,12.8476,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
814,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.9083,60.0762,0.8833,13.3287,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
815,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,1.9667,60.5576,0.9417,13.8101,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
816,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,2.0333,61.159,1.0083,14.4115,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
817,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,2.1,61.521,1.075,14.7735,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
818,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,2.1667,61.8829,1.1417,15.1354,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
819,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,2.2417,62.1254,1.2167,15.3779,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
820,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,2.3167,62.3679,1.2917,15.6204,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
821,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,2.375,62.49,1.35,15.7425,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
822,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,2.4583,63.0921,1.4333,16.3446,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
823,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,2.525,63.2146,1.5,16.4671,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
824,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,2.5917,63.4568,1.5667,16.7093,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
825,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,2.6583,63.5792,1.6333,16.8317,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
826,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,2.75,63.7026,1.725,16.9551,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
827,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,2.8333,63.9454,1.8083,17.1979,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
828,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,2.9,64.1876,1.875,17.4401,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
829,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,2.9917,64.311,1.9667,17.5635,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
830,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,3.0667,64.5536,2.0417,17.8061,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
831,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,3.1417,64.6763,2.1167,17.9288,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
832,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,3.1917,64.7981,2.1667,18.0506,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
833,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,3.275,65.0409,2.25,18.2934,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
834,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,3.3417,65.1657,2.3167,18.4182,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
835,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,3.4,65.2831,2.375,18.5356,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
836,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,3.4667,65.4079,2.4417,18.6604,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
837,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,3.5417,65.6504,2.5167,18.9029,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
838,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,3.625,65.6537,2.6,18.9062,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
839,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,3.7,65.7764,2.675,19.0289,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
840,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,3.7833,65.8995,2.7583,19.152,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
841,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,3.8667,65.9029,2.8417,19.1554,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
842,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,3.9333,65.9055,2.9083,19.158,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
843,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,4.0083,66.148,2.9833,19.4005,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
844,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,4.075,66.1507,3.05,19.4032,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
845,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,4.1417,66.2731,3.1167,19.5256,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
846,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,4.2083,66.2791,3.1833,19.5316,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
847,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,4.2917,66.2818,3.2667,19.5343,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
848,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,4.3583,66.314,3.3333,19.5665,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
849,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,4.45,66.3955,3.425,19.648,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
850,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,4.5,66.4052,3.475,19.6577,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
851,Fe3O4,1000,0,Fe3O4,12,5000,58,100,0.9381,35,31,17000,Sand Stone,4.5667,66.4072,3.5417,19.6597,"We considered initial oil saturaion 100 because of the sandpack flooding, API Gravity was considered approximately",1,1,1,1,1
